id,name,type,publisher,synopsis,released,img_link,avg_rating,qtd_rating
119,Venom,filme,-,"O jornalista Eddie Brock desenvolve força e poder sobre-humanos quando seu corpo se funde com o alienígena Venom. Dominado pela raiva, Venom tenta controlar as novas e perigosas habilidades de Eddie.",2018-09-28,https://image.tmdb.org/t/p/original/bURIWlkMbzT8RdpemzCmQECo2Uh.jpg,6.9,12371.0
120,Patrulha Canina: O Filme,filme,-,"O longa acompanha um grupo de cães falantes que utilizam equipamentos especializados para investigar e resolver crimes, evitando desastres na pequena cidade onde moram.",2021-08-09,https://image.tmdb.org/t/p/original/56V3xa8ymXzOQLFGsiU9T1sDmfI.jpg,7.6,714.0
121,A Princesa e a Plebeia: As Vilãs Também Amam,filme,-,"Uma relíquia de valor incontestável é roubada, e a Princesa Stacy pede ajuda à Lady Fiona, a ambiciosa prima da Rainha Margaret. Para recuperar a joia, ela se une a um misterioso homem de seu passado, o que acaba reacendendo a chama de um romance natalino irresistível. O resultado é uma mudança totalmente inesperada.",2021-11-18,https://image.tmdb.org/t/p/original/eNOvGQ3rMPtHqQxXqKvHlQCwS3E.jpg,7.3,136.0
122,"Esqueceram de Mim no Lar, Doce Lar",filme,-,"Max Mercer é um menino travesso e engenhoso que é deixado em casa sozinho quando sua família sai de férias para o Japão. Quando um casal que tenta recuperar uma relíquia de família se volta para a casa da família Mercer, Max será o único a protegê-la de intrusos e fará tudo ao seu alcance para mantê-los fora.",2021-11-12,https://image.tmdb.org/t/p/original/7cVFRHlN2gPWIEQnz6Yo43fYVkL.jpg,5.4,201.0
123,Os Simpsons em Plusniversário,filme,-,"Os Simpsons organizaram uma festa para o Dia do Disney+ e todos foram convidados… menos o Homer. Com amigos do serviço de streaming e músicas dignas de princesas da Disney, o Plusaniversário é o evento do ano em Springfield.",2021-11-12,https://image.tmdb.org/t/p/original/hYNFywlOCBGBz8ZX7nDVpDHbsSG.jpg,6.8,129.0
124,After: Depois da Verdade,filme,-,"Após descobrir sobre a aposta, Tessa (Josephine Langford) tenta esquecer Hardin (Hero Fiennes Tiffin), o jovem caótico e revoltado que partiu seu coração. Porém, ela está prestes a descobrir que alguns amores não podem ser superados. Hardin sabe que cometeu o pior erro de sua vida ao ter magoado a jovem tão profundamente, mas vai lutar com toda a sua força para reconquistar o grande amor da sua vida.",2020-09-02,https://image.tmdb.org/t/p/original/aduKXG7H0z0osY8KNQjcLB3cWO5.jpg,7.3,4313.0
125,7 Prisioneiros,filme,-,"O jovem Mateus sai do interior em busca de uma oportunidade de trabalho em um ferro velho de São Paulo comandado por Luca. Chegando lá, acaba se tornando vítima de um sistema de trabalho análogo à escravidão. Mas, como Mateus aprende com o tempo, até seu patrão tem um patrão. Se ele quiser encontrar uma saída, até onde ele deverá ir o que deverá se tornar?",2021-10-22,https://image.tmdb.org/t/p/original/5dCIBGXnIuPdP1gmlElEDMTcIGT.jpg,7.4,108.0
126,Quebrando as Regras 4,filme,-,"Quando um lutador amador não está disposto a competir, sua irmã Anya precisa viajar para Roma e lutar para um público de elite para ajudar a pagar a dívida dele com o chefe do crime.",2021-11-15,https://image.tmdb.org/t/p/original/saL9WwmfVoaoeg1tVjyetnF1FEk.jpg,6.6,19.0
127,Eternos,filme,-,"Após os eventos de ""Vingadores: Ultimato"", os Eternos, uma raça alienígena imortal criada pelos Celestiais que vivem em segredo na Terra há mais de 7000 anos, se reúnem após uma tragédia inesperada para proteger a humanidade de seus colegas malignos: os Deviantes.",2021-11-03,https://image.tmdb.org/t/p/original/eDHOutMxLMgComnVhUK0Xfwunu5.jpg,7.1,1305.0
128,A Profissional,filme,-,"Em The Protégé, Anna (Maggie Q) é uma matadora de aluguel extremamente habilidosa treinada pelo lendário assassino Moody (Samuel L. Jackson), que a ensinou tudo que sabe e era a única figura paterna que ela já teve. Quando Moody é brutalmente assassinado por inimigos, Anna jura se vingar e acaba caindo em um jogo de gato e rato com um maníaco homícida (Michael Keaton) cuja obsessão por ela que vai além de suas habilidades como matadora.",2021-08-19,https://image.tmdb.org/t/p/original/niDrDAUYO8627hwEhE7LV5Z1qXn.jpg,6.8,367.0
129,"Miraculous World: Xangai, a Lenda de Ladydragon",filme,-,"Logo que chega a Xangai para visitar um tio, Ladybug tem a bolsa roubada com Tikki dentro. Na tentativa de recuperá-lo, ela descobre que Gabriel Agreste também está na cidade em busca de um poderoso artefato.",2021-05-15,https://image.tmdb.org/t/p/original/qStibJTjjgriA7nqrA1LVCeNMIu.jpg,7.9,372.0
130,Finch,filme,-,"Em um mundo pós-apocalíptico, um robô construído para proteger o cachorro do seu criado, que está a beira da morte, aprende sobre a vida, amor e amizade, aprendendo o que significa ser humano.",2021-11-04,https://image.tmdb.org/t/p/original/jKuDyqx7jrjiR9cDzB5pxzhJAdv.jpg,8.2,1289.0
131,Resident Evil: Bem-vindo a Raccoon City,filme,-,"Uma reinicialização da franquia ""Resident Evil"". Ambientado em 1998, a intenção é recriar a 'experiência visceral aterrorizante' dos dois primeiros jogos da série, explorando 'os segredos escondidos nas paredes da Mansão Spenser e de Raccoon City' enquanto também 'conta uma história humana fundamentada sobre uma pequena cidade americana moribunda. '",2021-11-24,https://image.tmdb.org/t/p/original/7uRbWOXxpWDMtnsd2PF3clu65jc.jpg,5.9,82.0
132,"Oi, Alberto",filme,-,"O monstro marinho que adora diversão, Alberto, quer de todo coração provar seu valor para o seu impassível mentor, Massimo.",2021-11-12,https://image.tmdb.org/t/p/original/lgQ4vA8BnMgXfSAVbxHiPcqapB7.jpg,7.7,223.0
133,Mortal Kombat,filme,-,O lutador de MMA Cole Young deve treinar para liberar seu verdadeiro poder para unir-se aos maiores campeões mundiais contra inimigos da Exoterra em uma batalha decisiva pelo universo.,2021-04-07,https://image.tmdb.org/t/p/original/44aCR6cjH0FbzW6PMw3Ega178iW.jpg,7.3,4089.0
134,Vingança & Castigo,filme,-,"Em Harder They Fall, quando o fora da lei Nat Love (Jonathan Majors) descobre que seu maior inimigo, Rufus Buck (Idris Elba), será libertado da prisão, ele reúne seu bando em uma busca incessante por vingança. Aqueles que cavalgam com ele incluem o seu antigo amor Stagecoach Mary, seus homens de temperamento forte Bill Pickett e Jack Beckwourth. Rufus ainda conta com a ajuda do ""Traiçoeiro"" Trudy Smith e Cherokee Bill. É de se tomar cuidado, pois esse não é um grupo que costuma a perder qualquer luta.",2021-10-22,https://image.tmdb.org/t/p/original/29WYtxffy1NJhxXZ8al5XJ8US1s.jpg,6.8,390.0
135,O Último Duelo,filme,-,"História sobre o duelo entre o cavaleiro Jean de Carrouges e o escudeiro Jaques Le Gris, acusado de ter violado a esposa do cavaleiro. A luta, estabelecida pelo próprio rei da França, Carlos VI, marca o grande drama de vingança e crime do século XIV, que tem a esperança de ser resolvido somente após o combate.",2021-10-13,https://image.tmdb.org/t/p/original/mhrzzNauB1PKrwnqVbLQODNNTJN.jpg,7.6,490.0
136,Alerta Vermelho,filme,-,"No mundo do crime internacional, a INTERPOL lança um Alerta Vermelho, o que inicia uma caçada para capturar a mais notória ladra de artes do globo.",2021-11-04,https://image.tmdb.org/t/p/original/pe17f8VDfzbvbHSAKAlcORtBHmW.jpg,6.8,1643.0
137,Godzilla vs. Kong,filme,-,"Em uma época em que os monstros andam na Terra, a luta da humanidade por seu futuro coloca Godzilla e Kong em rota de colisão que verá as duas forças mais poderosas da natureza no planeta se confrontarem em uma batalha espetacular para as idades. Enquanto Monarch embarca em uma missão perigosa em terreno desconhecido e descobre pistas sobre as origens dos Titãs, uma conspiração humana ameaça tirar as criaturas, boas e más, da face da terra para sempre.",2021-03-24,https://image.tmdb.org/t/p/original/wllzjZxg4ynlAm5xmOICJ2uHOPJ.jpg,7.9,7277.0
138,Infiltrado,filme,-,"Harry, conhecido apenas como H, é um homem misterioso que trabalha para uma empresa de carros-fortes e movimenta grandes quantias de dinheiro pela cidade de Los Angeles. Quando, ao impedir um assalto, ele surpreende a todos com suas habilidades de combate, suas verdadeiras intenções começam a ser questionadas e um plano maior é revelado.",2021-04-22,https://image.tmdb.org/t/p/original/rNz8wy63GAabztAUkO4xMGk3upx.jpg,7.8,2732.0
139,Plan A,filme,-,,2021-08-16,https://image.tmdb.org/t/p/original/dfYOmisdbiVTXdcQji35pKywPFI.jpg,5.3,16.0
140,Mobile Suit Gundam: Hathaway,filme,-,"32 anos após o contra-ataque de Char, Hathaway Noa herda uma nova geração.",2021-06-11,https://image.tmdb.org/t/p/original/rZ0JtG3VUWYGuE7j5JlmCQlcssl.jpg,7.9,62.0
141,Spider-Man: Responsibility,filme,-,,2016-09-23,https://image.tmdb.org/t/p/original/d9cXYv1AnU8QzQEuha1viP955As.jpg,4.9,4.0
142,O Esquadrão Suicida,filme,-,"Os supervilões Harley Quinn, Bloodsport, Peacemaker e uma coleção de malucos condenados da prisão de Belle Reve juntam-se à super-secreta e super-obscura Força Tarefa X, enquanto são deixados na remota ilha de Corto Maltese para combater o inimigo.",2021-07-28,https://image.tmdb.org/t/p/original/wTS3dS2DJiMFFgqKDz5fxMTri.jpg,7.8,4893.0
143,A Família Addams 2: Pé na Estrada,filme,-,Os Addams se envolvem em aventuras mais malucas e se envolvem em confrontos hilariantes com todos os tipos de personagens desavisados.,2021-10-01,https://image.tmdb.org/t/p/original/ujWOI68vGkfLOgEDmcrjIS6il7B.jpg,7.3,625.0
144,Ava,filme,-,"Ava, 13 anos, está de férias no litoral quando descobre que vai perder a visão mais rápido do que o esperado. Sua mãe decide agir como se nada estivesse acontecendo para aproveitarem o melhor verão de suas vidas. Ava confronta o problema à sua maneira: ela voa em um cão preto e grande que pertence a um jovem homem em fuga…",2017-06-21,https://image.tmdb.org/t/p/original/cUI1PFsrQVJR3IZOpkfsOOOUhTO.jpg,6.0,122.0
